"id","Year","DOY","Treatment","Cut_Number","Molehill","Lodging","N_species","height_obs","biomass_obs","height_dem_mean","height_dem_sd","height_dem_min","height_dem_q25","height_dem_q50","height_dem_q75","height_dem_q90","height_dem_max"
80,2023,265,3,4,NA,0,9,0.21,171.26,0.11437924,0.03374122,0.010353088,0.098075867,0.119735718,0.139839172,0.153045654,0.188224792
81,2022,136,3,1,1,0,NA,0.446,465.3,0.263526908,0.055236912,0.041603088,0.243638992,0.270816803,0.300106049,0.321653748,0.352920532
81,2022,165,3,2,1,0,NA,0.152,109.89,0.08264732,0.026682223,0.010162354,0.063831329,0.082843781,0.104219437,0.116849518,0.143318176
81,2022,214,3,3,0,0,NA,0.138,179.12,0.113940404,0.034433638,0.01424408,0.093002319,0.120830536,0.138572693,0.153731537,0.182975769
81,2022,257,3,4,0,0,NA,0.172,144.88,0.127609827,0.025254726,0.056152344,0.112165451,0.128852844,0.144136429,0.156417847,0.287498474
81,2023,136,3,1,NA,0,NA,0.512,448.69,0.325435612,0.04411449,0.158996582,0.296150208,0.323150635,0.351915359,0.38037796,0.468177795
81,2023,170,3,2,NA,2,NA,0.154,175.27,0.110507923,0.020944378,0.04069519,0.098636627,0.111305237,0.121608734,0.135314941,0.175559998
81,2023,221,3,3,NA,2,NA,0.242,353.57,0.135291883,0.027037156,0.0626297,0.114999771,0.135662079,0.154912949,0.169662476,0.210723877
81,2023,265,3,4,NA,0,NA,0.174,129.62,0.11107411,0.024895054,0.02872467,0.097091675,0.114265442,0.128318787,0.141108704,0.163818359
82,2022,136,3,1,1,0,9,0.536,623.64,0.362633106,0.032607592,0.273925781,0.34031868,0.367912292,0.387113571,0.399950409,0.449836731
82,2022,165,3,2,0,0,9,0.168,111.66,0.080515218,0.033912311,0.01033783,0.052574158,0.077201843,0.107513428,0.128253174,0.160705566
82,2022,214,3,3,0,0,9,0.134,211.96,0.116902613,0.025108273,0.033843994,0.099733353,0.117614746,0.135583878,0.147722626,0.187606812
82,2022,257,3,4,0,0,9,0.188,172.59,0.149724986,0.029167986,0.054321289,0.130025864,0.152412415,0.167972565,0.188421631,0.222129822
82,2023,136,3,1,NA,0,20,0.564,497.4,0.330476963,0.039278297,0.202148438,0.304628372,0.326789856,0.358001709,0.383734131,0.44190979
82,2023,170,3,2,NA,2,11,0.138,99.62,0.058855601,0.02399106,0.013687134,0.043027878,0.055416107,0.071434021,0.08924408,0.148460388
82,2023,221,3,3,NA,2,14,0.232,288.82,0.133809859,0.022431687,0.076698303,0.119159698,0.130050659,0.144706726,0.166091919,0.208938599
82,2023,265,3,4,NA,0,10,0.162,111.81,0.083391324,0.022485449,0.022644043,0.06829071,0.080940247,0.09753418,0.11418457,0.153541565
83,2022,136,3,1,0,0,NA,0.332,336.23,0.25087082,0.044452274,0.121795654,0.224254608,0.248886108,0.280992508,0.309867859,0.371170044
83,2022,165,3,2,0,0,NA,0.172,161.04,0.115597689,0.032086045,0.045951843,0.091558456,0.116783142,0.133155823,0.154954529,0.214317322
83,2022,214,3,3,0,0,NA,0.138,327.46,0.13988337,0.021928173,0.074859619,0.125240326,0.138870239,0.154935837,0.169641876,0.201316833
83,2022,257,3,4,1,1,NA,0.212,188.11,0.167233844,0.030709781,0.066467285,0.148582458,0.165115356,0.186470032,0.205909729,0.280899048
83,2023,136,3,1,NA,0,13,0.386,343.92,0.257684458,0.052075823,0.118377686,0.223930359,0.259887695,0.292961121,0.328178406,0.378974915
83,2023,170,3,2,NA,1,NA,0.128,80.35,0.059282485,0.025623605,0.010147095,0.041612625,0.05588913,0.07343483,0.094773865,0.139663696
83,2023,221,3,3,NA,2,NA,0.21,373.56,0.121952416,0.026213856,0.066955566,0.101076126,0.122493744,0.139429092,0.159638214,0.190376282
83,2023,265,3,4,NA,1,NA,0.194,141.75,0.11182815,0.021868052,0.056388855,0.097728729,0.107776642,0.126436234,0.143768311,0.172866821
84,2022,136,3,1,1,0,8,0.338,379.85,0.217908694,0.048345904,0.10194397,0.180465698,0.222190857,0.25633049,0.277450562,0.34577179
84,2022,165,3,2,0,0,5,0.168,103.35,0.103734357,0.032723022,0.031295776,0.078464508,0.104347229,0.128017426,0.14868927,0.182563782
84,2022,214,3,3,0,1,7,0.21,353.09,0.177649386,0.042214342,0.070785522,0.147266388,0.175247192,0.209087372,0.235977173,0.268104553
84,2022,257,3,4,1,1,6,0.184,209.44,0.161882693,0.027113337,0.074409485,0.144752502,0.162025452,0.1788311,0.196479797,0.231323242
84,2023,136,3,1,NA,0,5,0.472,514.83,0.323611216,0.072345418,0.178741455,0.258451462,0.323799133,0.382575989,0.422593689,0.506408691
84,2023,170,3,2,NA,0,8,0.122,59.17,0.053141295,0.036912917,0.010063171,0.022729874,0.041889191,0.078042984,0.108532715,0.178024292
84,2023,221,3,3,NA,2,9,0.25,291.97,0.139911271,0.035599873,0.056159973,0.111686707,0.133190155,0.167207718,0.191760254,0.232887268
84,2023,265,3,4,NA,2,7,0.198,219.28,0.121581492,0.021499729,0.061218262,0.106555939,0.118972778,0.133529663,0.149633789,0.191436768
85,2022,136,3,1,0,0,NA,0.296,322.74,0.195101039,0.037297857,0.122024536,0.165405273,0.192153931,0.22372818,0.24977951,0.306365967
85,2022,165,3,2,0,0,NA,0.144,66.37,0.118703403,0.037477247,0.045227051,0.089515686,0.113697052,0.142753601,0.175100708,0.221809387
85,2022,214,3,3,0,0,NA,0.338,359.86,0.351303114,0.048180873,0.158699036,0.328533173,0.351135254,0.370080948,0.403606415,0.51285553
85,2022,257,3,4,0,1,NA,0.206,122.99,0.200864842,0.057244203,0.092285156,0.160402298,0.183677673,0.221979141,0.301096344,0.352096558
85,2023,136,3,1,NA,0,6,0.464,416.2,0.345907742,0.073605315,0.202087402,0.297494888,0.329860687,0.376703262,0.470085144,0.560836792
85,2023,170,3,2,NA,0,NA,0.148,65.33,0.08421678,0.040435228,0.010322571,0.048908234,0.084140778,0.116918564,0.137979889,0.209060669
85,2023,221,3,3,NA,1,NA,0.324,346.29,0.263675174,0.049963991,0.100189209,0.237915039,0.266689301,0.294208527,0.321071625,0.388458252
85,2023,265,3,4,NA,1,NA,0.196,99.21,0.15234604,0.038485202,0.066673279,0.120029449,0.148956299,0.176687241,0.206176758,0.256103516
86,2022,136,3,1,0,0,5,0.214,207.62,0.114883809,0.037795005,0.01700592,0.088401794,0.116424561,0.145168304,0.162797546,0.203834534
86,2022,165,3,2,0,0,5,0.156,39.7,0.120377938,0.041105779,0.019485474,0.089483261,0.125148773,0.154125214,0.170068359,0.20249939
86,2022,214,3,3,0,0,3,0.31,319.77,0.317510039,0.037730055,0.200767517,0.290218353,0.319015503,0.344507217,0.368439484,0.39818573
86,2022,257,3,4,0,1,4,0.216,87.37,0.197809797,0.054083494,0.087791443,0.153411865,0.190795898,0.235202789,0.278479004,0.33757782
86,2023,136,3,1,NA,0,7,0.282,212.46,0.166391274,0.04992798,0.012237549,0.142044067,0.166473389,0.203056335,0.227738953,0.268806458
86,2023,170,3,2,NA,0,7,0.118,18,0.050775466,0.031081697,0.010002136,0.0262146,0.044837952,0.066375732,0.101560974,0.142158508
86,2023,221,3,3,NA,2,10,0.276,257.57,0.212419794,0.02605408,0.14465332,0.195075989,0.210594177,0.228736877,0.244821167,0.305122375
86,2023,265,3,4,NA,0,8,0.206,118.28,0.140678955,0.027864754,0.049369812,0.121620178,0.139686584,0.161117554,0.177124023,0.209907532
87,2022,136,3,1,0,0,NA,0.188,196.48,0.068744873,0.038821051,0.010093689,0.044288635,0.061279297,0.082199097,0.113510132,0.264854431
87,2022,165,3,2,0,0,NA,0.136,46.53,0.088888226,0.023583428,0.018508911,0.074617386,0.089496613,0.104127884,0.119055939,0.150054932
87,2022,214,3,3,0,0,NA,0.268,310.48,0.280946435,0.033281021,0.187446594,0.258041382,0.279678345,0.304229736,0.328457642,0.372207642
87,2022,257,3,4,0,1,NA,0.166,117.89,0.15175959,0.020799877,0.086463928,0.138418198,0.155269623,0.167346954,0.175384521,0.200973511
87,2023,136,3,1,NA,0,5,0.25,205.67,0.135140329,0.037944247,0.011764526,0.110122681,0.135383606,0.166561127,0.182331085,0.222045898
87,2023,170,3,2,NA,0,NA,0.15,41.71,0.061867792,0.034056696,0.010391235,0.037160873,0.05437851,0.079118729,0.106577301,0.202636719
87,2023,221,3,3,NA,1,NA,0.304,286.14,0.260623562,0.057498271,0.136604309,0.211215973,0.268062592,0.308443069,0.333839417,0.376991272
87,2023,265,3,4,NA,0,NA,0.166,86.99,0.122242385,0.026101641,0.035011292,0.106517792,0.12134552,0.141029358,0.156845093,0.186851501
88,2022,136,3,1,0,0,9,0.316,300.32,0.195362356,0.054035302,0.066207886,0.154056549,0.19593811,0.237863541,0.266894531,0.313209534
88,2022,165,3,2,0,0,5,0.158,117.97,0.116634904,0.026362345,0.029060364,0.102325439,0.119468689,0.132823944,0.144844055,0.201675415
88,2022,214,3,3,0,0,6,0.154,316.73,0.163182063,0.039285457,0.058349609,0.140384674,0.164512634,0.186702728,0.211791992,0.289741516
88,2022,257,3,4,0,1,4,0.176,191.93,0.139252014,0.021778978,0.068275452,0.126869202,0.142417908,0.154289246,0.163711548,0.189277649
88,2023,136,3,1,NA,0,8,0.414,442.84,0.253170371,0.038894449,0.137145996,0.227987289,0.256835938,0.282514572,0.301430511,0.335929871
88,2023,170,3,2,NA,0,5,0.112,84.01,0.056340812,0.0321313,0.0103302,0.030662537,0.045310974,0.082252502,0.108056641,0.148513794
88,2023,221,3,3,NA,2,5,0.208,338.49,0.167636887,0.055691085,0.060897827,0.124912262,0.156158447,0.205871582,0.257388306,0.300422668
88,2023,265,3,4,NA,2,6,0.21,264.6,0.155148584,0.025369975,0.092819214,0.137506485,0.154949188,0.174995422,0.18624649,0.215957642
89,2022,136,3,1,0,0,NA,0.226,337.33,0.146427052,0.093220233,0.01033783,0.066696167,0.126617432,0.218765259,0.286181641,0.372505188
89,2022,165,3,2,0,0,NA,0.178,209.52,0.121330055,0.029647854,0.031417847,0.105827332,0.12411499,0.142127991,0.156608582,0.185585022
89,2022,214,3,3,0,0,NA,0.13,183.85,0.12053862,0.026075691,0.032569885,0.103736877,0.119300842,0.137180328,0.154055786,0.218811035
89,2022,257,3,4,0,2,NA,0.212,226.33,0.162766786,0.024455548,0.057853699,0.148527145,0.163345337,0.179214478,0.192971802,0.230171204
89,2023,136,3,1,NA,0,9,0.418,375.81,0.245634456,0.037144455,0.117614746,0.223985672,0.245265961,0.269708633,0.294851685,0.349349976
89,2023,170,3,2,NA,1,NA,0.11,86.27,0.063326129,0.026115574,0.010253906,0.044639587,0.061027527,0.082099915,0.099334717,0.140106201
89,2023,221,3,3,NA,2,NA,0.234,422.34,0.179424706,0.084617712,0.067298889,0.150547028,0.1667099,0.189559937,0.217700958,0.91468811
89,2023,265,3,4,NA,2,NA,0.188,211.42,0.14449744,0.024083852,0.086738586,0.128261566,0.142730713,0.159793854,0.179693604,0.213195801
9,2022,165,1,1,1,1,NA,0.522,1268.33,0.533909084,0.082694657,0.289794922,0.487529755,0.552249908,0.590551376,0.630435944,0.675315857
9,2022,257,1,2,1,0,NA,0.198,160.37,0.135421525,0.023983722,0.081680298,0.11831665,0.134307861,0.152374268,0.16734314,0.202537537
9,2023,157,1,1,NA,1,10,0.6,832.4,0.738555795,0.065123667,0.547164917,0.698265076,0.740341187,0.786949158,0.820121765,0.894142151
9,2023,265,1,2,NA,2,NA,0.314,297.72,0.233198325,0.032484551,0.126739502,0.216659546,0.233230591,0.252433777,0.276402283,0.308364868
90,2022,136,3,1,1,0,9,0.348,281.97,0.267330033,0.065066409,0.112358093,0.220115662,0.270683289,0.312004089,0.356018066,0.413864136
90,2022,165,3,2,1,0,11,0.23,122.29,0.114614342,0.040675588,0.032791138,0.086875916,0.103858948,0.133224487,0.176208496,0.260696411
90,2022,214,3,3,1,2,8,0.098,129.93,0.061738139,0.037189226,0.010040283,0.032485962,0.052555084,0.084579468,0.120700836,0.164886475
90,2022,257,3,4,1,2,10,0.152,136.96,0.085636846,0.027312866,0.021629333,0.06729126,0.084445953,0.104164124,0.123464203,0.161384583
90,2023,136,3,1,NA,0,13,0.326,268.37,0.148898918,0.037317915,0.058906555,0.125270844,0.146842957,0.17181778,0.19776001,0.249702454
90,2023,170,3,2,NA,1,13,0.16,230.47,0.086247678,0.044432768,0.012527466,0.049354553,0.082927704,0.116931915,0.146572113,0.21559906
90,2023,221,3,3,NA,2,9,0.244,352.65,0.184017899,0.074042146,0.087600708,0.150024414,0.171859741,0.195831299,0.241471863,0.781806946
90,2023,265,3,4,NA,2,13,0.21,221.1,0.147779109,0.036464535,0.062507629,0.122871399,0.144943237,0.171165466,0.200920105,0.242485046
91,2022,136,3,1,0,0,8,0.3,304.64,0.242188784,0.040391158,0.133865356,0.217502594,0.24344635,0.267261505,0.297741699,0.34828186
91,2022,165,3,2,0,0,6,0.176,103.49,0.123791612,0.02206459,0.058403015,0.109912872,0.12260437,0.137992859,0.152778625,0.1929245
91,2022,214,3,3,0,0,8,0.164,118.97,0.189081719,0.035431626,0.086196899,0.164745331,0.183570862,0.215499878,0.237739563,0.297134399
91,2022,257,3,4,0,0,9,0.146,81.68,0.133175526,0.036687755,0.030319214,0.114021301,0.130210876,0.148948669,0.169955444,0.262619019
91,2023,136,3,1,NA,0,11,0.254,219.26,0.1388162,0.041468127,0.022987366,0.110946655,0.136779785,0.170642853,0.193812561,0.254745483
91,2023,170,3,2,NA,0,9,0.176,83.82,0.122307364,0.031870287,0.044113159,0.098726273,0.118980408,0.142866135,0.165077209,0.212799072
91,2023,221,3,3,NA,1,11,0.286,431.85,0.280377122,0.046582886,0.141212463,0.251060486,0.281288147,0.310180664,0.342597961,0.392448425
91,2023,265,3,4,NA,2,10,0.164,153.61,0.161959623,0.041094178,0.042800903,0.133041382,0.158927917,0.186191559,0.217544556,0.310684204
92,2022,136,3,1,0,0,NA,0.454,393.36,0.314624782,0.052248922,0.183906555,0.282556534,0.309017181,0.346250534,0.393203735,0.444046021
92,2022,165,3,2,0,0,NA,0.128,91.91,0.043429769,0.019807508,0.010025024,0.02614975,0.043498993,0.059492111,0.068332672,0.091133118
92,2022,214,3,3,0,0,NA,0.188,237.43,0.157631868,0.035253537,0.055053711,0.129341125,0.156311035,0.183288574,0.208187866,0.238510132
92,2022,257,3,4,0,1,NA,0.18,123.01,0.125416455,0.025733243,0.038146973,0.107261658,0.126533508,0.146923065,0.158164978,0.186172485
92,2023,136,3,1,NA,0,14,0.444,411.58,0.22247006,0.056620239,0.099472046,0.17424202,0.219112396,0.266788483,0.300769043,0.388427734
92,2023,170,3,2,NA,0,NA,0.19,121.66,0.124855366,0.046022239,0.034622192,0.083892822,0.121147156,0.154655457,0.192466736,0.243659973
92,2023,221,3,3,NA,2,NA,0.272,497.28,0.199330905,0.029053771,0.103408813,0.177600861,0.197479248,0.217693329,0.240885925,0.273231506
92,2023,265,3,4,NA,0,NA,0.172,115.33,0.127730754,0.029266189,0.042572021,0.108764648,0.125606537,0.143468857,0.169075012,0.219528198
93,2022,136,3,1,0,0,11,0.492,490.98,0.415223801,0.051272148,0.253967285,0.378864288,0.413043976,0.447013855,0.489688873,0.535743713
93,2022,165,3,2,1,0,7,0.202,111.93,0.126159883,0.027540904,0.034950256,0.107509613,0.128089905,0.146759033,0.159706116,0.195228577
93,2022,214,3,3,1,0,6,0.214,172.47,0.201925605,0.051169518,0.073684692,0.169786453,0.19814682,0.242002487,0.272795868,0.325721741
93,2022,257,3,4,1,1,7,0.226,173.09,0.158248878,0.037408932,0.035163879,0.13218689,0.152488708,0.179382324,0.208518982,0.304977417
93,2023,136,3,1,NA,0,16,0.42,257.54,0.230171221,0.053092848,0.071815491,0.200370789,0.235687256,0.26281929,0.290255737,0.412506104
93,2023,170,3,2,NA,0,17,0.184,130.88,0.122194845,0.051226659,0.011123657,0.084447861,0.120597839,0.15694809,0.200971985,0.232696533
93,2023,221,3,3,NA,2,20,0.314,516.05,0.233281357,0.057604269,0.025558472,0.202163696,0.24319458,0.273727417,0.295874023,0.350898743
93,2023,265,3,4,NA,0,14,0.226,152.29,0.141691857,0.033902686,0.021080017,0.121948242,0.145393372,0.161300659,0.180641174,0.250663757
94,2022,136,3,1,0,0,NA,0.256,223.71,0.139221684,0.041088213,0.041511536,0.109539032,0.137702942,0.166099548,0.197657776,0.25994873
94,2022,165,3,2,0,0,NA,0.132,86.8,0.106884998,0.033496204,0.019775391,0.082077026,0.109802246,0.12853241,0.149542236,0.202888489
94,2022,214,3,3,0,0,NA,0.264,274.35,0.311357083,0.077437515,0.201828003,0.248275757,0.284934998,0.358062744,0.444018555,0.498344421
94,2022,257,3,4,0,2,NA,0.188,168.26,0.180628896,0.056456579,0.082397461,0.136884689,0.172286987,0.222320557,0.266898346,0.314285278
94,2023,136,3,1,NA,0,8,0.384,256.7,0.266923298,0.075251324,0.112319946,0.21314621,0.259788513,0.327610016,0.373318481,0.422607422
94,2023,170,3,2,NA,0,NA,0.188,150.15,0.160073446,0.044301632,0.032730103,0.126312256,0.155418396,0.197975159,0.217048645,0.254920959
94,2023,221,3,3,NA,2,NA,0.234,460.86,0.201114255,0.074584887,0.062431335,0.142787933,0.18573761,0.255813599,0.319792175,0.386047363
94,2023,265,3,4,NA,2,NA,0.184,149.05,0.163381839,0.059537585,0.032920837,0.125455856,0.154972076,0.195009232,0.263759613,0.309516907
95,2022,136,3,1,0,0,7,0.26,300.58,0.187943825,0.039258685,0.071014404,0.160881042,0.194076538,0.214363098,0.231005859,0.292579651
95,2022,165,3,2,0,0,7,0.162,118.77,0.130468647,0.028119076,0.070999146,0.106536865,0.12978363,0.152450562,0.168180084,0.218818665
95,2022,214,3,3,0,0,5,0.318,391.16,0.345535587,0.041304732,0.18863678,0.316177368,0.34854126,0.377357483,0.398425293,0.429237366
95,2022,257,3,4,0,2,9,0.184,185.88,0.173556435,0.032653066,0.046920776,0.159826279,0.178627014,0.194540024,0.209332275,0.246543884
95,2023,136,3,1,NA,0,8,0.424,409.12,0.335277836,0.040105335,0.210342407,0.308319092,0.336135864,0.362876892,0.389945984,0.429695129
95,2023,170,3,2,NA,0,8,0.16,126.74,0.132787118,0.039580389,0.03616333,0.102424622,0.140342712,0.162620544,0.178790283,0.219268799
95,2023,221,3,3,NA,2,6,0.276,513.4,0.205768782,0.040831626,0.038749695,0.180675507,0.205032349,0.232433319,0.251257324,0.32938385
95,2023,265,3,4,NA,2,4,0.238,213.42,0.163105194,0.048640301,0.010116577,0.136959076,0.167816162,0.196496964,0.225035858,0.257751465
96,2022,136,3,1,1,0,NA,0.48,601.99,0.334063441,0.047045896,0.219429016,0.306632996,0.327583313,0.355747223,0.405918884,0.507476807
96,2022,165,3,2,1,0,NA,0.172,128.55,0.089982332,0.028377339,0.011734009,0.068367004,0.089286804,0.111732483,0.126004028,0.179237366
96,2022,214,3,3,0,0,NA,0.15,149.94,0.129876342,0.030348239,0.040550232,0.11108017,0.131980896,0.150352478,0.166620636,0.219245911
96,2022,257,3,4,1,0,NA,0.172,130.52,0.130188221,0.02140189,0.062339783,0.117559433,0.133293152,0.145608902,0.15557251,0.187896729
96,2023,136,3,1,NA,0,13,0.46,410.99,0.242026381,0.052797613,0.087928772,0.208377838,0.233131409,0.271648407,0.324169922,0.381416321
96,2023,170,3,2,NA,0,NA,0.176,129.1,0.107152478,0.036421438,0.010345459,0.086166382,0.115745544,0.133247375,0.147473145,0.177284241
96,2023,221,3,3,NA,2,NA,0.24,413.01,0.130359252,0.044170749,0.032073975,0.095897675,0.129234314,0.167312622,0.191446686,0.213432312
96,2023,265,3,4,NA,1,NA,0.188,110.54,0.127416406,0.028821242,0.047599792,0.107444763,0.12934494,0.14812851,0.163939667,0.193641663
97,2022,136,3,1,1,0,13,0.39,500,0.287985748,0.060976396,0.064155579,0.25623703,0.296791077,0.325782776,0.347125244,0.435783386
97,2022,165,3,2,1,0,8,0.152,94.27,0.076147832,0.025815626,0.012733459,0.059371948,0.076698303,0.091659546,0.11071167,0.15322876
97,2022,214,3,3,0,0,9,0.126,129.15,0.11664976,0.023878847,0.055549622,0.100410461,0.117462158,0.132751465,0.146723938,0.177444458
97,2022,257,3,4,0,0,9,0.158,99.31,0.115565944,0.021253581,0.056015015,0.100471497,0.114875793,0.129364014,0.143226624,0.187347412
97,2023,136,3,1,NA,0,17,0.414,307.8,0.207385328,0.062027333,0.040908813,0.164367676,0.204345703,0.250331879,0.290052795,0.37953186
97,2023,170,3,2,NA,0,14,0.174,160.07,0.115670263,0.032257741,0.042556763,0.08723259,0.118675232,0.140674591,0.157498932,0.197616577
97,2023,221,3,3,NA,2,8,0.226,501.96,0.150703808,0.034036087,0.02935791,0.136676788,0.155525208,0.173091888,0.188013458,0.220924377
97,2023,265,3,4,NA,0,11,0.188,105.12,0.119510565,0.02590292,0.011932373,0.103832245,0.12109375,0.137428284,0.15014801,0.176986694
98,2022,136,3,1,1,0,NA,0.498,550.86,0.322535006,0.052597677,0.170768738,0.286722183,0.326839447,0.361503601,0.386595154,0.43712616
98,2022,165,3,2,1,0,NA,0.158,23.86,0.078536042,0.035228938,0.010375977,0.051647186,0.076126099,0.105134964,0.126238251,0.164978027
98,2022,214,3,3,0,0,NA,0.116,108.49,0.093965937,0.027470703,0.010025024,0.078762054,0.098339081,0.112154007,0.126503754,0.182098389
98,2022,257,3,4,0,0,NA,0.182,212.28,0.161333832,0.026480401,0.088180542,0.143707275,0.161346436,0.180679321,0.196083069,0.222412109
98,2023,136,3,1,NA,0,16,0.486,499.73,0.309921053,0.058856134,0.0520401,0.270736694,0.319892883,0.354637146,0.380169678,0.425094604
98,2023,170,3,2,NA,1,NA,0.142,92.83,0.051993158,0.025889789,0.010047913,0.032115936,0.049095154,0.066352844,0.088484192,0.140930176
98,2023,221,3,3,NA,1,NA,0.232,354.05,0.121449064,0.035557228,0.026863098,0.097688675,0.115684509,0.145206451,0.174311829,0.211540222
98,2023,265,3,4,NA,0,NA,0.174,122.5,0.09365643,0.03696646,0.010025024,0.066352844,0.090995789,0.124736786,0.143385315,0.174476624
99,2022,136,3,1,1,0,13,0.4,479.82,0.264267685,0.050556218,0.142349243,0.223617554,0.258506775,0.302013397,0.333349609,0.403343201
99,2022,165,3,2,0,0,7,0.126,55.9,0.053944136,0.027332384,0.010025024,0.031147003,0.04800415,0.074611664,0.093120575,0.130516052
99,2022,214,3,3,0,0,7,0.1,79.69,0.076306984,0.016532361,0.016235352,0.066198349,0.077445984,0.087020874,0.096017456,0.118598938
99,2022,257,3,4,0,0,10,0.162,100.72,0.114706927,0.015520518,0.065719604,0.105049133,0.114440918,0.125366211,0.134376526,0.16129303
99,2023,136,3,1,NA,0,15,0.468,340.37,0.256128793,0.057977574,0.092315674,0.211414337,0.260597229,0.30014801,0.332798767,0.399147034
99,2023,170,3,2,NA,0,14,0.158,128.91,0.087053919,0.023250944,0.026664734,0.068740845,0.085044861,0.101982117,0.119303894,0.164405823
99,2023,221,3,3,NA,2,10,0.254,364.81,0.158368546,0.045107234,0.026832581,0.132781982,0.163749695,0.186416626,0.212393188,0.29082489
99,2023,265,3,4,NA,0,10,0.164,64.75,0.108731759,0.02880506,0.029823303,0.091371536,0.107566833,0.123588562,0.144744873,0.21497345
